F_id,Flight_number,Fare_code,Amount,Restrictions
2887,1517,business,643,non-refundable
2888,1517,business,718,refundable
2889,1517,coach,232,non-refundable
2890,1517,coach,282,refundable
2891,1517,first_class,822,non-refundable
2892,1517,first_class,922,refundable
2893,1518,business,620,non-refundable
2894,1518,business,695,refundable
2895,1518,coach,323,non-refundable
2896,1518,coach,373,refundable
2897,1518,first_class,822,non-refundable
2898,1518,first_class,922,refundable
2899,1522,business,679,non-refundable
2900,1522,business,754,refundable
2901,1522,coach,203,non-refundable
2902,1522,coach,253,refundable
2903,1522,first_class,997,non-refundable
2904,1522,first_class,1097,refundable
2905,1523,business,595,non-refundable
2906,1523,business,670,refundable
2907,1523,coach,221,non-refundable
2908,1523,coach,271,refundable
2909,1523,first_class,843,non-refundable
2910,1523,first_class,943,refundable
2911,1525,business,504,non-refundable
2912,1525,business,579,refundable
2913,1525,coach,279,non-refundable
2914,1525,coach,329,refundable
2915,1525,first_class,887,non-refundable
2916,1525,first_class,987,refundable
2917,1527,business,686,non-refundable
2918,1527,business,761,refundable
2919,1527,coach,223,non-refundable
2920,1527,coach,273,refundable
2921,1527,first_class,867,non-refundable
2922,1527,first_class,967,refundable
2923,1529,business,591,non-refundable
2924,1529,business,666,refundable
2925,1529,coach,262,non-refundable
2926,1529,coach,312,refundable
2927,1529,first_class,857,non-refundable
2928,1529,first_class,957,refundable
2929,1534,business,601,non-refundable
2930,1534,business,676,refundable
2931,1534,coach,287,non-refundable
2932,1534,coach,337,refundable
2933,1534,first_class,964,non-refundable
2934,1534,first_class,1064,refundable
2935,1536,business,595,non-refundable
2936,1536,business,670,refundable
2937,1536,coach,369,non-refundable
2938,1536,coach,419,refundable
2939,1536,first_class,987,non-refundable
2940,1536,first_class,1087,refundable
2941,1538,business,569,non-refundable
2942,1538,business,644,refundable
2943,1538,coach,316,non-refundable
2944,1538,coach,366,refundable
2945,1538,first_class,943,non-refundable
2946,1538,first_class,1043,refundable
2947,1540,business,686,non-refundable
2948,1540,business,761,refundable
2949,1540,coach,218,non-refundable
2950,1540,coach,268,refundable
2951,1540,first_class,884,non-refundable
2952,1540,first_class,984,refundable
2953,1541,business,648,non-refundable
2954,1541,business,723,refundable
2955,1541,coach,276,non-refundable
2956,1541,coach,326,refundable
2957,1541,first_class,961,non-refundable
2958,1541,first_class,1061,refundable
2959,1542,business,666,non-refundable
2960,1542,business,741,refundable
2961,1542,coach,324,non-refundable
2962,1542,coach,374,refundable
2963,1542,first_class,894,non-refundable
2964,1542,first_class,994,refundable
2965,1546,business,537,non-refundable
2966,1546,business,612,refundable
2967,1546,coach,291,non-refundable
2968,1546,coach,341,refundable
2969,1546,first_class,972,non-refundable
2970,1546,first_class,1072,refundable
2971,1547,business,594,non-refundable
2972,1547,business,669,refundable
2973,1547,coach,213,non-refundable
2974,1547,coach,263,refundable
2975,1547,first_class,985,non-refundable
2976,1547,first_class,1085,refundable
2977,1548,business,659,non-refundable
2978,1548,business,734,refundable
2979,1548,coach,389,non-refundable
2980,1548,coach,439,refundable
2981,1548,first_class,870,non-refundable
2982,1548,first_class,970,refundable
2983,1550,business,648,non-refundable
2984,1550,business,723,refundable
2985,1550,coach,347,non-refundable
2986,1550,coach,397,refundable
2987,1550,first_class,860,non-refundable
2988,1550,first_class,960,refundable
2989,1552,business,686,non-refundable
2990,1552,business,761,refundable
2991,1552,coach,220,non-refundable
2992,1552,coach,270,refundable
2993,1552,first_class,829,non-refundable
2994,1552,first_class,929,refundable
2995,1553,business,529,non-refundable
2996,1553,business,604,refundable
2997,1553,coach,378,non-refundable
2998,1553,coach,428,refundable
2999,1553,first_class,983,non-refundable
3000,1553,first_class,1083,refundable
3001,1555,business,664,non-refundable
3002,1555,business,739,refundable
3003,1555,coach,336,non-refundable
3004,1555,coach,386,refundable
3005,1555,first_class,937,non-refundable
3006,1555,first_class,1037,refundable
3007,1556,business,513,non-refundable
3008,1556,business,588,refundable
3009,1556,coach,220,non-refundable
3010,1556,coach,270,refundable
3011,1556,first_class,879,non-refundable
3012,1556,first_class,979,refundable
3013,1557,business,576,non-refundable
3014,1557,business,651,refundable
3015,1557,coach,378,non-refundable
3016,1557,coach,428,refundable
3017,1557,first_class,936,non-refundable
3018,1557,first_class,1036,refundable
3019,1558,business,591,non-refundable
3020,1558,business,666,refundable
3021,1558,coach,234,non-refundable
3022,1558,coach,284,refundable
3023,1558,first_class,908,non-refundable
3024,1558,first_class,1008,refundable
3025,1564,business,561,non-refundable
3026,1564,business,636,refundable
3027,1564,coach,228,non-refundable
3028,1564,coach,278,refundable
3029,1564,first_class,914,non-refundable
3030,1564,first_class,1014,refundable
3031,1565,business,677,non-refundable
3032,1565,business,752,refundable
3033,1565,coach,346,non-refundable
3034,1565,coach,396,refundable
3035,1565,first_class,804,non-refundable
3036,1565,first_class,904,refundable
3037,1571,business,661,non-refundable
3038,1571,business,736,refundable
3039,1571,coach,393,non-refundable
3040,1571,coach,443,refundable
3041,1571,first_class,934,non-refundable
3042,1571,first_class,1034,refundable
3043,1575,business,593,non-refundable
3044,1575,business,668,refundable
3045,1575,coach,391,non-refundable
3046,1575,coach,441,refundable
3047,1575,first_class,878,non-refundable
3048,1575,first_class,978,refundable
3049,1578,business,657,non-refundable
3050,1578,business,732,refundable
3051,1578,coach,232,non-refundable
3052,1578,coach,282,refundable
3053,1578,first_class,954,non-refundable
3054,1578,first_class,1054,refundable
3055,1580,business,524,non-refundable
3056,1580,business,599,refundable
3057,1580,coach,313,non-refundable
3058,1580,coach,363,refundable
3059,1580,first_class,855,non-refundable
3060,1580,first_class,955,refundable
3061,1581,business,577,non-refundable
3062,1581,business,652,refundable
3063,1581,coach,355,non-refundable
3064,1581,coach,405,refundable
3065,1581,first_class,867,non-refundable
3066,1581,first_class,967,refundable
3067,1582,business,619,non-refundable
3068,1582,business,694,refundable
3069,1582,coach,348,non-refundable
3070,1582,coach,398,refundable
3071,1582,first_class,842,non-refundable
3072,1582,first_class,942,refundable
3073,1587,business,699,non-refundable
3074,1587,business,774,refundable
3075,1587,coach,395,non-refundable
3076,1587,coach,445,refundable
3077,1587,first_class,999,non-refundable
3078,1587,first_class,1099,refundable
3079,1592,business,629,non-refundable
3080,1592,business,704,refundable
3081,1592,coach,239,non-refundable
3082,1592,coach,289,refundable
3083,1592,first_class,915,non-refundable
3084,1592,first_class,1015,refundable
3085,1595,business,678,non-refundable
3086,1595,business,753,refundable
3087,1595,coach,211,non-refundable
3088,1595,coach,261,refundable
3089,1595,first_class,820,non-refundable
3090,1595,first_class,920,refundable
3091,1596,business,660,non-refundable
3092,1596,business,735,refundable
3093,1596,coach,343,non-refundable
3094,1596,coach,393,refundable
3095,1596,first_class,887,non-refundable
3096,1596,first_class,987,refundable
3097,1597,business,654,non-refundable
3098,1597,business,729,refundable
3099,1597,coach,298,non-refundable
3100,1597,coach,348,refundable
3101,1597,first_class,979,non-refundable
3102,1597,first_class,1079,refundable
3103,1599,business,540,non-refundable
3104,1599,business,615,refundable
3105,1599,coach,261,non-refundable
3106,1599,coach,311,refundable
3107,1599,first_class,987,non-refundable
3108,1599,first_class,1087,refundable
3109,1600,business,689,non-refundable
3110,1600,business,764,refundable
3111,1600,coach,372,non-refundable
3112,1600,coach,422,refundable
3113,1600,first_class,826,non-refundable
3114,1600,first_class,926,refundable
3115,1601,business,626,non-refundable
3116,1601,business,701,refundable
3117,1601,coach,279,non-refundable
3118,1601,coach,329,refundable
3119,1601,first_class,894,non-refundable
3120,1601,first_class,994,refundable
3121,1603,business,613,non-refundable
3122,1603,business,688,refundable
3123,1603,coach,339,non-refundable
3124,1603,coach,389,refundable
3125,1603,first_class,856,non-refundable
3126,1603,first_class,956,refundable
3127,1611,business,607,non-refundable
3128,1611,business,682,refundable
3129,1611,coach,339,non-refundable
3130,1611,coach,389,refundable
3131,1611,first_class,993,non-refundable
3132,1611,first_class,1093,refundable
3133,1613,business,600,non-refundable
3134,1613,business,675,refundable
3135,1613,coach,359,non-refundable
3136,1613,coach,409,refundable
3137,1613,first_class,926,non-refundable
3138,1613,first_class,1026,refundable
3139,1616,business,501,non-refundable
3140,1616,business,576,refundable
3141,1616,coach,200,non-refundable
3142,1616,coach,250,refundable
3143,1616,first_class,958,non-refundable
3144,1616,first_class,1058,refundable
3145,1618,business,610,non-refundable
3146,1618,business,685,refundable
3147,1618,coach,256,non-refundable
3148,1618,coach,306,refundable
3149,1618,first_class,870,non-refundable
3150,1618,first_class,970,refundable
3151,1620,business,520,non-refundable
3152,1620,business,595,refundable
3153,1620,coach,277,non-refundable
3154,1620,coach,327,refundable
3155,1620,first_class,911,non-refundable
3156,1620,first_class,1011,refundable
3157,1621,business,592,non-refundable
3158,1621,business,667,refundable
3159,1621,coach,253,non-refundable
3160,1621,coach,303,refundable
3161,1621,first_class,960,non-refundable
3162,1621,first_class,1060,refundable
3163,1628,business,571,non-refundable
3164,1628,business,646,refundable
3165,1628,coach,232,non-refundable
3166,1628,coach,282,refundable
3167,1628,first_class,888,non-refundable
3168,1628,first_class,988,refundable
3169,1630,business,589,non-refundable
3170,1630,business,664,refundable
3171,1630,coach,205,non-refundable
3172,1630,coach,255,refundable
3173,1630,first_class,958,non-refundable
3174,1630,first_class,1058,refundable
3175,1633,business,507,non-refundable
3176,1633,business,582,refundable
3177,1633,coach,343,non-refundable
3178,1633,coach,393,refundable
3179,1633,first_class,970,non-refundable
3180,1633,first_class,1070,refundable
3181,1636,business,619,non-refundable
3182,1636,business,694,refundable
3183,1636,coach,226,non-refundable
3184,1636,coach,276,refundable
3185,1636,first_class,805,non-refundable
3186,1636,first_class,905,refundable
3187,1637,business,690,non-refundable
3188,1637,business,765,refundable
3189,1637,coach,265,non-refundable
3190,1637,coach,315,refundable
3191,1637,first_class,882,non-refundable
3192,1637,first_class,982,refundable
3193,1641,business,642,non-refundable
3194,1641,business,717,refundable
3195,1641,coach,334,non-refundable
3196,1641,coach,384,refundable
3197,1641,first_class,851,non-refundable
3198,1641,first_class,951,refundable
3199,1643,business,557,non-refundable
3200,1643,business,632,refundable
3201,1643,coach,220,non-refundable
3202,1643,coach,270,refundable
3203,1643,first_class,975,non-refundable
3204,1643,first_class,1075,refundable
3205,1646,business,673,non-refundable
3206,1646,business,748,refundable
3207,1646,coach,202,non-refundable
3208,1646,coach,252,refundable
3209,1646,first_class,981,non-refundable
3210,1646,first_class,1081,refundable
3211,1653,business,552,non-refundable
3212,1653,business,627,refundable
3213,1653,coach,373,non-refundable
3214,1653,coach,423,refundable
3215,1653,first_class,933,non-refundable
3216,1653,first_class,1033,refundable
3217,1667,business,670,non-refundable
3218,1667,business,745,refundable
3219,1667,coach,257,non-refundable
3220,1667,coach,307,refundable
3221,1667,first_class,974,non-refundable
3222,1667,first_class,1074,refundable
3223,1684,business,541,non-refundable
3224,1684,business,616,refundable
3225,1684,coach,275,non-refundable
3226,1684,coach,325,refundable
3227,1684,first_class,824,non-refundable
3228,1684,first_class,924,refundable
3229,1685,business,513,non-refundable
3230,1685,business,588,refundable
3231,1685,coach,203,non-refundable
3232,1685,coach,253,refundable
3233,1685,first_class,935,non-refundable
3234,1685,first_class,1035,refundable
3235,1687,business,679,non-refundable
3236,1687,business,754,refundable
3237,1687,coach,393,non-refundable
3238,1687,coach,443,refundable
3239,1687,first_class,981,non-refundable
3240,1687,first_class,1081,refundable
3241,1699,business,675,non-refundable
3242,1699,business,750,refundable
3243,1699,coach,286,non-refundable
3244,1699,coach,336,refundable
3245,1699,first_class,853,non-refundable
3246,1699,first_class,953,refundable
3247,1701,business,542,non-refundable
3248,1701,business,617,refundable
3249,1701,coach,330,non-refundable
3250,1701,coach,380,refundable
3251,1701,first_class,814,non-refundable
3252,1701,first_class,914,refundable
3253,1705,business,623,non-refundable
3254,1705,business,698,refundable
3255,1705,coach,225,non-refundable
3256,1705,coach,275,refundable
3257,1705,first_class,985,non-refundable
3258,1705,first_class,1085,refundable
3259,1708,business,559,non-refundable
3260,1708,business,634,refundable
3261,1708,coach,374,non-refundable
3262,1708,coach,424,refundable
3263,1708,first_class,834,non-refundable
3264,1708,first_class,934,refundable
3265,1709,business,538,non-refundable
3266,1709,business,613,refundable
3267,1709,coach,216,non-refundable
3268,1709,coach,266,refundable
3269,1709,first_class,861,non-refundable
3270,1709,first_class,961,refundable
3271,1712,business,549,non-refundable
3272,1712,business,624,refundable
3273,1712,coach,295,non-refundable
3274,1712,coach,345,refundable
3275,1712,first_class,932,non-refundable
3276,1712,first_class,1032,refundable
3277,1713,business,596,non-refundable
3278,1713,business,671,refundable
3279,1713,coach,382,non-refundable
3280,1713,coach,432,refundable
3281,1713,first_class,848,non-refundable
3282,1713,first_class,948,refundable
3283,1719,business,538,non-refundable
3284,1719,business,613,refundable
3285,1719,coach,255,non-refundable
3286,1719,coach,305,refundable
3287,1719,first_class,991,non-refundable
3288,1719,first_class,1091,refundable
3289,1720,business,501,non-refundable
3290,1720,business,576,refundable
3291,1720,coach,224,non-refundable
3292,1720,coach,274,refundable
3293,1720,first_class,811,non-refundable
3294,1720,first_class,911,refundable
3295,1727,business,629,non-refundable
3296,1727,business,704,refundable
3297,1727,coach,245,non-refundable
3298,1727,coach,295,refundable
3299,1727,first_class,814,non-refundable
3300,1727,first_class,914,refundable
3301,1728,business,626,non-refundable
3302,1728,business,701,refundable
3303,1728,coach,235,non-refundable
3304,1728,coach,285,refundable
3305,1728,first_class,945,non-refundable
3306,1728,first_class,1045,refundable
3307,1731,business,610,non-refundable
3308,1731,business,685,refundable
3309,1731,coach,288,non-refundable
3310,1731,coach,338,refundable
3311,1731,first_class,919,non-refundable
3312,1731,first_class,1019,refundable
3313,1737,business,646,non-refundable
3314,1737,business,721,refundable
3315,1737,coach,363,non-refundable
3316,1737,coach,413,refundable
3317,1737,first_class,872,non-refundable
3318,1737,first_class,972,refundable
3319,1740,business,558,non-refundable
3320,1740,business,633,refundable
3321,1740,coach,290,non-refundable
3322,1740,coach,340,refundable
3323,1740,first_class,985,non-refundable
3324,1740,first_class,1085,refundable
3325,1745,business,625,non-refundable
3326,1745,business,700,refundable
3327,1745,coach,340,non-refundable
3328,1745,coach,390,refundable
3329,1745,first_class,857,non-refundable
3330,1745,first_class,957,refundable
3331,1750,business,539,non-refundable
3332,1750,business,614,refundable
3333,1750,coach,201,non-refundable
3334,1750,coach,251,refundable
3335,1750,first_class,953,non-refundable
3336,1750,first_class,1053,refundable
3337,1751,business,541,non-refundable
3338,1751,business,616,refundable
3339,1751,coach,280,non-refundable
3340,1751,coach,330,refundable
3341,1751,first_class,997,non-refundable
3342,1751,first_class,1097,refundable
3343,1752,business,563,non-refundable
3344,1752,business,638,refundable
3345,1752,coach,251,non-refundable
3346,1752,coach,301,refundable
3347,1752,first_class,874,non-refundable
3348,1752,first_class,974,refundable
3349,1753,business,501,non-refundable
3350,1753,business,576,refundable
3351,1753,coach,339,non-refundable
3352,1753,coach,389,refundable
3353,1753,first_class,916,non-refundable
3354,1753,first_class,1016,refundable
3355,1759,business,587,non-refundable
3356,1759,business,662,refundable
3357,1759,coach,357,non-refundable
3358,1759,coach,407,refundable
3359,1759,first_class,877,non-refundable
3360,1759,first_class,977,refundable
3361,1760,business,512,non-refundable
3362,1760,business,587,refundable
3363,1760,coach,219,non-refundable
3364,1760,coach,269,refundable
3365,1760,first_class,886,non-refundable
3366,1760,first_class,986,refundable
3367,1761,business,605,non-refundable
3368,1761,business,680,refundable
3369,1761,coach,285,non-refundable
3370,1761,coach,335,refundable
3371,1761,first_class,876,non-refundable
3372,1761,first_class,976,refundable
3373,1763,business,633,non-refundable
3374,1763,business,708,refundable
3375,1763,coach,237,non-refundable
3376,1763,coach,287,refundable
3377,1763,first_class,829,non-refundable
3378,1763,first_class,929,refundable
3379,1764,business,634,non-refundable
3380,1764,business,709,refundable
3381,1764,coach,249,non-refundable
3382,1764,coach,299,refundable
3383,1764,first_class,814,non-refundable
3384,1764,first_class,914,refundable
3385,1771,business,507,non-refundable
3386,1771,business,582,refundable
3387,1771,coach,374,non-refundable
3388,1771,coach,424,refundable
3389,1771,first_class,914,non-refundable
3390,1771,first_class,1014,refundable
3391,1775,business,500,non-refundable
3392,1775,business,575,refundable
3393,1775,coach,229,non-refundable
3394,1775,coach,279,refundable
3395,1775,first_class,833,non-refundable
3396,1775,first_class,933,refundable
3397,1778,business,512,non-refundable
3398,1778,business,587,refundable
3399,1778,coach,395,non-refundable
3400,1778,coach,445,refundable
3401,1778,first_class,839,non-refundable
3402,1778,first_class,939,refundable
3403,1780,business,501,non-refundable
3404,1780,business,576,refundable
3405,1780,coach,264,non-refundable
3406,1780,coach,314,refundable
3407,1780,first_class,917,non-refundable
3408,1780,first_class,1017,refundable
3409,1782,business,615,non-refundable
3410,1782,business,690,refundable
3411,1782,coach,399,non-refundable
3412,1782,coach,449,refundable
3413,1782,first_class,868,non-refundable
3414,1782,first_class,968,refundable
3415,1786,business,668,non-refundable
3416,1786,business,743,refundable
3417,1786,coach,225,non-refundable
3418,1786,coach,275,refundable
3419,1786,first_class,930,non-refundable
3420,1786,first_class,1030,refundable
3421,1790,business,510,non-refundable
3422,1790,business,585,refundable
3423,1790,coach,348,non-refundable
3424,1790,coach,398,refundable
3425,1790,first_class,811,non-refundable
3426,1790,first_class,911,refundable
3427,1791,business,532,non-refundable
3428,1791,business,607,refundable
3429,1791,coach,273,non-refundable
3430,1791,coach,323,refundable
3431,1791,first_class,879,non-refundable
3432,1791,first_class,979,refundable
3433,1796,business,657,non-refundable
3434,1796,business,732,refundable
3435,1796,coach,230,non-refundable
3436,1796,coach,280,refundable
3437,1796,first_class,920,non-refundable
3438,1796,first_class,1020,refundable
3439,1802,business,552,non-refundable
3440,1802,business,627,refundable
3441,1802,coach,287,non-refundable
3442,1802,coach,337,refundable
3443,1802,first_class,918,non-refundable
3444,1802,first_class,1018,refundable
3445,1803,business,627,non-refundable
3446,1803,business,702,refundable
3447,1803,coach,200,non-refundable
3448,1803,coach,250,refundable
3449,1803,first_class,818,non-refundable
3450,1803,first_class,918,refundable
3451,1807,business,662,non-refundable
3452,1807,business,737,refundable
3453,1807,coach,262,non-refundable
3454,1807,coach,312,refundable
3455,1807,first_class,930,non-refundable
3456,1807,first_class,1030,refundable
3457,1812,business,671,non-refundable
3458,1812,business,746,refundable
3459,1812,coach,255,non-refundable
3460,1812,coach,305,refundable
3461,1812,first_class,831,non-refundable
3462,1812,first_class,931,refundable
3463,1813,business,631,non-refundable
3464,1813,business,706,refundable
3465,1813,coach,395,non-refundable
3466,1813,coach,445,refundable
3467,1813,first_class,927,non-refundable
3468,1813,first_class,1027,refundable
3469,1817,business,651,non-refundable
3470,1817,business,726,refundable
3471,1817,coach,222,non-refundable
3472,1817,coach,272,refundable
3473,1817,first_class,810,non-refundable
3474,1817,first_class,910,refundable
3475,1818,business,504,non-refundable
3476,1818,business,579,refundable
3477,1818,coach,396,non-refundable
3478,1818,coach,446,refundable
3479,1818,first_class,981,non-refundable
3480,1818,first_class,1081,refundable
3481,1819,business,598,non-refundable
3482,1819,business,673,refundable
3483,1819,coach,219,non-refundable
3484,1819,coach,269,refundable
3485,1819,first_class,854,non-refundable
3486,1819,first_class,954,refundable
3487,1821,business,598,non-refundable
3488,1821,business,673,refundable
3489,1821,coach,355,non-refundable
3490,1821,coach,405,refundable
3491,1821,first_class,816,non-refundable
3492,1821,first_class,916,refundable
3493,1822,business,507,non-refundable
3494,1822,business,582,refundable
3495,1822,coach,277,non-refundable
3496,1822,coach,327,refundable
3497,1822,first_class,877,non-refundable
3498,1822,first_class,977,refundable
3499,1823,business,578,non-refundable
3500,1823,business,653,refundable
3501,1823,coach,283,non-refundable
3502,1823,coach,333,refundable
3503,1823,first_class,978,non-refundable
3504,1823,first_class,1078,refundable
3505,1825,business,614,non-refundable
3506,1825,business,689,refundable
3507,1825,coach,280,non-refundable
3508,1825,coach,330,refundable
3509,1825,first_class,960,non-refundable
3510,1825,first_class,1060,refundable
3511,1829,business,625,non-refundable
3512,1829,business,700,refundable
3513,1829,coach,345,non-refundable
3514,1829,coach,395,refundable
3515,1829,first_class,925,non-refundable
3516,1829,first_class,1025,refundable
3517,1831,business,606,non-refundable
3518,1831,business,681,refundable
3519,1831,coach,332,non-refundable
3520,1831,coach,382,refundable
3521,1831,first_class,905,non-refundable
3522,1831,first_class,1005,refundable
3523,1832,business,636,non-refundable
3524,1832,business,711,refundable
3525,1832,coach,334,non-refundable
3526,1832,coach,384,refundable
3527,1832,first_class,805,non-refundable
3528,1832,first_class,905,refundable
3529,1842,business,689,non-refundable
3530,1842,business,764,refundable
3531,1842,coach,204,non-refundable
3532,1842,coach,254,refundable
3533,1842,first_class,927,non-refundable
3534,1842,first_class,1027,refundable
3535,1845,business,582,non-refundable
3536,1845,business,657,refundable
3537,1845,coach,232,non-refundable
3538,1845,coach,282,refundable
3539,1845,first_class,923,non-refundable
3540,1845,first_class,1023,refundable
3541,1847,business,659,non-refundable
3542,1847,business,734,refundable
3543,1847,coach,245,non-refundable
3544,1847,coach,295,refundable
3545,1847,first_class,919,non-refundable
3546,1847,first_class,1019,refundable
3547,1848,business,644,non-refundable
3548,1848,business,719,refundable
3549,1848,coach,274,non-refundable
3550,1848,coach,324,refundable
3551,1848,first_class,905,non-refundable
3552,1848,first_class,1005,refundable
3553,1851,business,688,non-refundable
3554,1851,business,763,refundable
3555,1851,coach,369,non-refundable
3556,1851,coach,419,refundable
3557,1851,first_class,809,non-refundable
3558,1851,first_class,909,refundable
3559,1852,business,645,non-refundable
3560,1852,business,720,refundable
3561,1852,coach,240,non-refundable
3562,1852,coach,290,refundable
3563,1852,first_class,981,non-refundable
3564,1852,first_class,1081,refundable
3565,1853,business,569,non-refundable
3566,1853,business,644,refundable
3567,1853,coach,273,non-refundable
3568,1853,coach,323,refundable
3569,1853,first_class,891,non-refundable
3570,1853,first_class,991,refundable
3571,1857,business,632,non-refundable
3572,1857,business,707,refundable
3573,1857,coach,335,non-refundable
3574,1857,coach,385,refundable
3575,1857,first_class,888,non-refundable
3576,1857,first_class,988,refundable
3577,1858,business,541,non-refundable
3578,1858,business,616,refundable
3579,1858,coach,358,non-refundable
3580,1858,coach,408,refundable
3581,1858,first_class,952,non-refundable
3582,1858,first_class,1052,refundable
3583,1859,business,564,non-refundable
3584,1859,business,639,refundable
3585,1859,coach,372,non-refundable
3586,1859,coach,422,refundable
3587,1859,first_class,958,non-refundable
3588,1859,first_class,1058,refundable
3589,1860,business,598,non-refundable
3590,1860,business,673,refundable
3591,1860,coach,297,non-refundable
3592,1860,coach,347,refundable
3593,1860,first_class,883,non-refundable
3594,1860,first_class,983,refundable
3595,1862,business,594,non-refundable
3596,1862,business,669,refundable
3597,1862,coach,317,non-refundable
3598,1862,coach,367,refundable
3599,1862,first_class,905,non-refundable
3600,1862,first_class,1005,refundable
3601,1863,business,610,non-refundable
3602,1863,business,685,refundable
3603,1863,coach,372,non-refundable
3604,1863,coach,422,refundable
3605,1863,first_class,857,non-refundable
3606,1863,first_class,957,refundable
3607,1864,business,567,non-refundable
3608,1864,business,642,refundable
3609,1864,coach,232,non-refundable
3610,1864,coach,282,refundable
3611,1864,first_class,902,non-refundable
3612,1864,first_class,1002,refundable
3613,1867,business,653,non-refundable
3614,1867,business,728,refundable
3615,1867,coach,381,non-refundable
3616,1867,coach,431,refundable
3617,1867,first_class,932,non-refundable
3618,1867,first_class,1032,refundable
3619,1868,business,582,non-refundable
3620,1868,business,657,refundable
3621,1868,coach,248,non-refundable
3622,1868,coach,298,refundable
3623,1868,first_class,928,non-refundable
3624,1868,first_class,1028,refundable
3625,1871,business,677,non-refundable
3626,1871,business,752,refundable
3627,1871,coach,252,non-refundable
3628,1871,coach,302,refundable
3629,1871,first_class,967,non-refundable
3630,1871,first_class,1067,refundable
3631,1873,business,535,non-refundable
3632,1873,business,610,refundable
3633,1873,coach,370,non-refundable
3634,1873,coach,420,refundable
3635,1873,first_class,845,non-refundable
3636,1873,first_class,945,refundable
3637,1874,business,576,non-refundable
3638,1874,business,651,refundable
3639,1874,coach,226,non-refundable
3640,1874,coach,276,refundable
3641,1874,first_class,847,non-refundable
3642,1874,first_class,947,refundable
3643,1875,business,561,non-refundable
3644,1875,business,636,refundable
3645,1875,coach,229,non-refundable
3646,1875,coach,279,refundable
3647,1875,first_class,981,non-refundable
3648,1875,first_class,1081,refundable
3649,1876,business,582,non-refundable
3650,1876,business,657,refundable
3651,1876,coach,224,non-refundable
3652,1876,coach,274,refundable
3653,1876,first_class,912,non-refundable
3654,1876,first_class,1012,refundable
3655,1877,business,615,non-refundable
3656,1877,business,690,refundable
3657,1877,coach,252,non-refundable
3658,1877,coach,302,refundable
3659,1877,first_class,935,non-refundable
3660,1877,first_class,1035,refundable
3661,1878,business,561,non-refundable
3662,1878,business,636,refundable
3663,1878,coach,328,non-refundable
3664,1878,coach,378,refundable
3665,1878,first_class,926,non-refundable
3666,1878,first_class,1026,refundable
3667,1880,business,603,non-refundable
3668,1880,business,678,refundable
3669,1880,coach,290,non-refundable
3670,1880,coach,340,refundable
3671,1880,first_class,807,non-refundable
3672,1880,first_class,907,refundable
3673,1883,business,613,non-refundable
3674,1883,business,688,refundable
3675,1883,coach,295,non-refundable
3676,1883,coach,345,refundable
3677,1883,first_class,929,non-refundable
3678,1883,first_class,1029,refundable
3679,1886,business,562,non-refundable
3680,1886,business,637,refundable
3681,1886,coach,243,non-refundable
3682,1886,coach,293,refundable
3683,1886,first_class,968,non-refundable
3684,1886,first_class,1068,refundable
3685,1890,business,637,non-refundable
3686,1890,business,712,refundable
3687,1890,coach,250,non-refundable
3688,1890,coach,300,refundable
3689,1890,first_class,924,non-refundable
3690,1890,first_class,1024,refundable
3691,1893,business,662,non-refundable
3692,1893,business,737,refundable
3693,1893,coach,373,non-refundable
3694,1893,coach,423,refundable
3695,1893,first_class,828,non-refundable
3696,1893,first_class,928,refundable
3697,1895,business,570,non-refundable
3698,1895,business,645,refundable
3699,1895,coach,284,non-refundable
3700,1895,coach,334,refundable
3701,1895,first_class,962,non-refundable
3702,1895,first_class,1062,refundable
3703,1899,business,692,non-refundable
3704,1899,business,767,refundable
3705,1899,coach,270,non-refundable
3706,1899,coach,320,refundable
3707,1899,first_class,879,non-refundable
3708,1899,first_class,979,refundable
3709,1900,business,540,non-refundable
3710,1900,business,615,refundable
3711,1900,coach,226,non-refundable
3712,1900,coach,276,refundable
3713,1900,first_class,959,non-refundable
3714,1900,first_class,1059,refundable
3715,1907,business,635,non-refundable
3716,1907,business,710,refundable
3717,1907,coach,280,non-refundable
3718,1907,coach,330,refundable
3719,1907,first_class,807,non-refundable
3720,1907,first_class,907,refundable
3721,1909,business,544,non-refundable
3722,1909,business,619,refundable
3723,1909,coach,372,non-refundable
3724,1909,coach,422,refundable
3725,1909,first_class,927,non-refundable
3726,1909,first_class,1027,refundable
3727,1910,business,517,non-refundable
3728,1910,business,592,refundable
3729,1910,coach,225,non-refundable
3730,1910,coach,275,refundable
3731,1910,first_class,871,non-refundable
3732,1910,first_class,971,refundable
3733,1913,business,648,non-refundable
3734,1913,business,723,refundable
3735,1913,coach,200,non-refundable
3736,1913,coach,250,refundable
3737,1913,first_class,968,non-refundable
3738,1913,first_class,1068,refundable
3739,1914,business,554,non-refundable
3740,1914,business,629,refundable
3741,1914,coach,318,non-refundable
3742,1914,coach,368,refundable
3743,1914,first_class,842,non-refundable
3744,1914,first_class,942,refundable
3745,1916,business,648,non-refundable
3746,1916,business,723,refundable
3747,1916,coach,245,non-refundable
3748,1916,coach,295,refundable
3749,1916,first_class,980,non-refundable
3750,1916,first_class,1080,refundable
3751,1918,business,616,non-refundable
3752,1918,business,691,refundable
3753,1918,coach,329,non-refundable
3754,1918,coach,379,refundable
